,ID_INTERVISTATO,OVS.7_10_E_SMS
3979,6285_9_9e6bb55f6b053fd4d3ccc4848416f13f,Disponibili e professionali
3980,6285_9_9eab82372d0c16806a3902fb25e00e24,Perché ritengo sia questo il giusto voto
3981,6285_9_9eae6e7c43ee3dd956fcf21f1d443e81,Sono soddisfatto
3983,6285_9_9ec7257c43c1f6062b400aee07022537,Perché il Problema si è ripetuto molte altre volte.
3985,6285_9_9ed3ee928ecb5cbf39f62e1a22840907,per la tempestivita con quale e stato risolto il problema
3986,6285_9_9ed9144b0ff73f175343e9390a951b02,Efficiente
3987,6285_9_9ee56d06b7f6f431f23fefc13cf7b11f,Ottimo servizio !
3988,6285_9_9ee830ac41b9bb2e061c7a28ff4698e9,G
3995,6285_9_9f3514d8acc149dd9744d3c7ebf84640,...
3997,6285_9_9f43c55ed55f73cc3063511486c6c749,Perchè combatto con lo stesso problema da mesi ormai e anche se sembra risolto poi si ripresenta
3999,6285_9_9f5a7622d1d682b2df68d51c688ff530,Efficienza disponibilita’ gentilezza
4000,6285_9_9f5abb87b5735afeb8150db4230c5bbb,Perché gli operatori sono stati molto disponibili
4001,6285_9_9f5e9a4096c7ddaea54726a710dac73d,Ho problemi con allarme di caos a  al momento del contratto non mi era stato detto che avrei avuto problemi
4004,6285_9_9f6649332be856d02213eb81e6e1f485,"Guasto riparato, efficienza e velocità"
4006,6285_9_9f762f070046badf649586fc37e5a2b4,Mi sono trovato bene e l operatrice al telefono è stata brava ed esaudiente
4007,6285_9_9f788bfc6b433849bdcc151e1b6d0b29,Rapido e tempestivo
4008,6285_9_9f957ee4852244016f938a635e541fe3,Per la disponibilità dimostrata e la velocità di risoluzione del problema.
4011,6285_9_9fb76dc3aaf8078ad84313bca82b9972,Competenza e tempestività
4013,6285_9_9fe3ea59df48dcf2cb72ec5e022c14da,Perché siete semplicemente i migliori . .. servizio cortesia gentilezza celerità. . .grazie
4014,6285_9_9ff9231038b266d8dbf5722568e82eb2,Xché  soddisfatta
4016,6285_9_a00f830876043c7cf37ee0b50e459f1c,Perché il guasto è stato risolto in tempi accettabili
4017,6285_9_a00fc04d615d7e3061c8d3262ba9cc6e,Ho dato questo voto perché il problema è risolto
4019,6285_9_a0144f7ea5a4ebfeeb5f630601415efa,Soddisfatto
4020,6285_9_a015133e1bc572bd8d4d1bfd7c37c9e8,Perché sono stati tempestivi e l'operatore molto gentile e preparata nel risolvere il problema. ..grazie
4021,6285_9_a0229b3a630cde4f0a4cd8452d323bbb,perché l'operatore si è messo subito a disposizione fino a tarda ora
4022,6285_9_a0324b9244d2e60be240ce5cd3cbea43,Tempi brevi di risoluzione
4023,6285_9_a0398b443ecacc051978d333e9fd563b,La configurazione del modem poteva essere fatta e spiegata dal tecnico all'installazione. La soluzione prospettata presuppone una buona competenza informatica che non tutti possono avere.
4024,6285_9_a044966f197927e0d7acd1660042c11a,Competenza e individuazione del problema con risoluzione immediata
4025,6285_9_a048238ef710b7e104eb0423c4d5e59a,Per 5 giorni dalla segnalazione non ho potuto fare o ricevere telefonate e non ho potuto usare internet.
4032,6285_9_a07c8a5422a9354d2ac05531a97e535b,Per la celerità e l'impegno con il quale l'operatore si è fatto carico del mio problema dimostrando professionalità e cortesia
4033,6285_9_a07ce2395893361d150e88dd3ada05e5,Perché avete risolto il mio problema
4034,6285_9_a07d5a64bfa4dc57aefd724b5f16ca90,Perché il guasto è stato risolto a poche ore dalla segnalazione
4037,6285_9_a08e16720ec339d4112f91d4233ceda5,"Cortesia,professionalità soluzione in poche ore del guasto su linea esterna"
4040,6285_9_a09b69269abb293d8684de5f83154103,La serie di messaggi preregistrati non è esaustiva per la problematica specifica che nel mio caso era il modem guasto da sostituire
4041,6285_9_a0a0f7e84a976cfd2b1691c28fa215d2,Esaustivo
4042,6285_9_a0a209e79a07a5cc4fda2dc72817f3ff,Perché il tecnico sarebbe dovuto venire dopo le prime due segnalazioni del problema.
4044,6285_9_a0b32a6e43f53243f4c32f3d6dd98088,Disponibilità e cortesia
4045,6285_9_a0b33d4d76ad5d84d0c499005a161bd9,L'operatrice mi ha risolto il problema
4047,6285_9_a0b47f989174342cfabf62bb0a5aa65e,"Forse per l'assistenza, sapere che sono controllati lì rende cortesi, disponibili e si impegnano a risolvere il problema. Sono convinta che se non fossero controllati sarebbe peggio."
4050,6285_9_a0ccd8dbebb87061041eb67eed8f364c,Il problema risolto in tempi brevi il tecnico efficente e professionale
4051,6285_9_a0ed9ac4821cabffc4454f480b0c86b5,Perché il guasto è stato risolto nei tempi previsti e il tecnico è stato molto disponibile e professionale nel risolvere il problema
4053,6285_9_a108f3ea0df0148faaeb0d7614d8cfdc,Perché è avvenuto tutto in maniere corretta
4055,6285_9_a118bab356d770b9fdeb358e73703497,L’operatore è stato competente e gentile
4056,6285_9_a11e712bad172cb209fa414bbb987d5a,Operatore gentile e competente è stato subito in grado di risolvere il problema. Lunga attesa al risponditore automatico del 187. Menù con tasti da digitare non sempre chiaro. Solo l’operatore meritava 10.
4057,6285_9_a12ad3eeb2fb587bf67a1f8d1c1c7018,Bravi
4059,6285_9_a135e853a3ea04274d977879fbc50d6a,Operatrice  estremamente  disponibile e preparata
4060,6285_9_a13f0086898f61fcf58244d808702a30,Per le motivazioni espresse nel questionario.
4061,6285_9_a147dedec7d6db0334cca657821e1a40,Perché è andato tutto bene
4062,6285_9_a155cbeeac3a80c5d0053393d399a6ee,"Sempre tempestivi ed efficienti, linea di contatto veloce semplice e affidabile."
4063,6285_9_a15af5a4a8708f0356d3eadbd5594bd9,"Tecnico valido operatore telefonico non customer oriented,dopo 1 settimana la linea già aveva problemi"
4064,6285_9_a16698a982e3759d2aed579bf85e10f6,Veloce é efficace
4065,6285_9_a16b9bfc08a05093788c2baeb0dfc741,Perchè il guasto si è trascinato per parecchi giorni ad intermitttenza. Speriamo sia stato risolto in maniera definitiva.
4066,6285_9_a175c20169378852a515efb7ecffad5e,Per la tempestiva risoluzione del problema e cirtesia
4067,6285_9_a1768125a21fa084d397a5288ed6007b,Precisione e rapidità
4068,6285_9_a1788aa3fb87225ce644e45abd9132d5,"Competenza, professionalità,  cortesia, disponibilità e l'operatore si è prodigato in tutti i modi per risolvere il problema, e alla fine c'è riuscito. Davvero professionale"
4070,6285_9_a19add0172933cff00009167e371bae2,Risolto bene e molto velocemente
4072,6285_9_a1a58fbc270eb5e607d2c5b338b94073,Perché sono stato soddisfatto
4073,6285_9_a1a69cae02be55c7e6a24a2652a46bd5,Spiegazione del tipo di guasto subito assente
4074,6285_9_a1af5c0f2da361c5b0a99119596cfcbf,"La signorina è stata molto gentile, competente e cercava di capire il problema. Purtroppo non puó far molto a parte capire l’entitá del problema e segnalarlo. Comunque ottima persona e lavoratrice."
4076,6285_9_a1bbfc4b692514b72bc243603fa1d1b9,"Ho dato questo voto perché il servizio assistenza funziona, ma il problema di navigazione fibra dopo 2 giorni si è presentato di nuovo"
4077,6285_9_a1c6a6efb657f6ddfa22658db95e4633,"Sì trattava di un problema in cabina, che non riguardavano solo la mia linea. Il servizio di assistenza mi ha chiarito il problema e mi ha spiegato le modalità di soluzione."
4080,6285_9_a1d8a7ec12ffe1afce8e989912f57ecf,Soluzione rapida Operatore gentile
4081,6285_9_a1e035147ee4b891ad0939e322f0d0ce,Perche' il problema e' stato risolto in tempi accettabili.
4082,6285_9_a1ec9272a902010ca8eb03feb82a2bb4,Tempestività ed impegno per tentare di risolvere subito da remoto.Inoltre la possibilità di poter parlare con una persona fisica è impagabile.
4083,6285_9_a1f01d934e6b4aafd9afa041f7c64e9c,Per ora mii ci trovo bene
4084,6285_9_a1fb2d7023d4522a0bc250f4374b7bf0,Puntuali ed efficenti
4085,6285_9_a225340ecd6d54c9f8f206b7c38566cd,L'operatrice al telefono è stata molto cortese e ha risolto subito il problema
4086,6285_9_a22c560bbd008662a1c8f8182e91fe90,L'operazione Tim da quello che mi ha detto sta cercando di risolvere il problema ma non è ancora riuscito...
4087,6285_9_a24be530fd410781012ec1dc15391587,"Rapidità dell'attivazione dell'assistenza, ma in caso di più chiamate veniva proposta la stessa procedura (che già si era dimostrata inefficiente)"
4088,6285_9_a26eab6ac62ba042f029f76716b569cf,La segnalazione è stata gestita nel complesso abbastanza efficientemente.
4092,6285_9_a27e7d1b59dfdfb17d8b507c785913c8,Operatori si esprimono con chiarezza
4093,6285_9_a28f02dbc0bfc06b907ed3f70ed65448,Passata pochissimo tempo dall’apertura alla chiusura del ticket
4094,6285_9_a29710141caf9b52b9deb7e5eefa6ddf,Per la certezza di sapere che esiste uno staff tecnico che si impegna nella risoluzione o assistenza durante un gusto
4095,6285_9_a298c01bba42f4fa8c23d0b3570163af,Soluzione ottima
4098,6285_9_a2c620cfc0441ba5875bacf6072f7ac0,"Periodicamente problemi su fibra, sia voce che dati."
4099,6285_9_a2c670685d6cb690b381a0f153853432,Competente
4100,6285_9_a2e2e702a8f1da5b0958a868bac93a6e,Per la gentilezza e tempestività !
4102,6285_9_a31654876c3df62ae2ce11b59a14cf17,Per la disponibilità operatore
4104,6285_9_a3215ce728da599772b2294abb077c74,Ha risposto tempestivamente alle mie esigenze con cortesia e professionalità  Avere a che fare con persone italiane capaci di instaurare un minimo di empatia col cliente non ha prezzo
4105,6285_9_a3231efbc374b8cfe785dd92ce4de900,Massima efficienza
4106,6285_9_a3240da74bb718de4cfb08a916d4a673,Gentilezza e professionalità
4107,6285_9_a33144a01af8f80b4b0afef387499bc5,"Ci sono state fornite soluzioni  che, una volta applicate , non hanno in realtà risolto nulla. Nulla da eccepire sugli operatori solo che ci vorrebbero un maggior approfondimento del problema"
4110,6285_9_a35e3a05c98f6caf3b0ece80565fb13f,Perche mi abbasano la velocità della linea sul profilo utenza dicendo che lo fanno per rendere la linea stabile ma anche alla velocità massima nn ho mai avuto problemi di stabilità quindi nn serve far
4112,6285_9_a39be3d58878becd3ddecbc04259117d,Velocità
4114,6285_9_a3a702db576bae4bcb59aa70f8b35aba,"Operato gentile, competente, paziente."
4115,6285_9_a3a8862aefd7bcf1d481963c819542a3,Servizio cortese e competente anche se la soluzione del problema non vi è stata dovendo attendere un aggiornamento firmware del modem.
4116,6285_9_a3ad2455e6ceec202970463fc59efd6f,Cosi
4117,6285_9_a3bc149832b87e6e422457ab04adfbdc,Operatori gentili e veloci
4118,6285_9_a3ca530b74f32e962ea6e58e93510edb,Mi ha spiegato il procedimento X risolvere problema
4119,6285_9_a3caaca8b40615c1aafcc60460f26633,Mi sono sempre trovata bene
4120,6285_9_a3d3c36824dc2c7d361aa995382d3525,L’operatore è molto preparato e cordiale il problema presentato fibra + connessione con doppino telefono di cui ho sottoscritto il contratto la considero una truffa
4121,6285_9_a3e2fcf8b96763744497541f0f5e5a86,Gentilezza e scrupolosità operatore
4125,6285_9_a405a1c09094a20eeb5c0dad039583a7,Davvero molto veloci nel risolvere problemi.
4126,6285_9_a40b42adb24c0b673a946139db42bef4,Troppe segnalazioni e solleciti prima della risoluzione del disservizio
4127,6285_9_a4151eee8e67eee2e5e2807282c1e009,Prrche mi sembra congruo
4129,6285_9_a42c09a5fe7a8b4b3249d5c09282f68a,Servizio ottimo e preparato
4131,6285_9_a44e3de3a1cc939a08f9bb76184ddb08,Perché è stato gentile e premuroso meglio di così è impossibile
4132,6285_9_a45a74990f59c104c479ed6097603b11,Il problema non si è risolto subito ma dopo la seconda segnalazione
4133,6285_9_a4641b6cdc9acd50b4d8b993032b0db8,"Ottima preparazione è competenza nel settore dell'operatore, come pochi trovati in tim oggigiorno!"
4134,6285_9_a4677222dcdcc33f2253c8dcca18b940,Per i tempi lunghi nella soluzione del guasto
4136,6285_9_a47e52118685f260d2bba2fa0b4528c8,Perché ho atteso parecchie minuti
4138,6285_9_a497d96032921bf9f6202c96097d9452,È andato tutto bene anche se avrei preferito che fosse risolto entro le 24 ore invece ho dovuto aspettare più di 32 ore creandomi un po’ di problemi poichè ho bisogno della linea per lavorare.
4140,6285_9_a4a37654fc74a3ab3e8de92abf820f0b,Per i tempi di soluzione è la cortesia dell’operatore
4141,6285_9_a4ab6a3121ea4f8b4d098efd0c6cda7f,"Gentilezza,velocità nel risolvere il problema,serietà del personale"
4143,6285_9_a4c0f28d7755b54d6a74a9476ae6955e,Problema risolto con successo
4146,6285_9_a4f4bcdc2b3173b031b2fbaff6b54fc8,Soddisfatto dagli operatori
4147,6285_9_a4f4e78b98278c091dc1e281629479d3,"Problema per il modem perchè non ricevevo la fibra, ma è stato risolto da mio figlio!!! Tutto ok"
4149,6285_9_a4fd40b4a063d56ce8fa227eb9646464,"L’operatore è stato cortese, efficiente ed esaustivo."
4150,6285_9_a506cc49458a90062c6a026d61627e78,Perché nonostante tutto il problema non è stato risolto
4151,6285_9_a50efb46c08cdd010101b2ca5db893e1,"Veloci, efficaci."
4152,6285_9_a51305dcef7a4448c705fb70f342e63c,Capacità e gentilezza
4153,6285_9_a5145df36ac34ae7895f1cd3023b3506,Inizialmente l'operatore voleva resettare il modem ma per esperienze precedenti ció non avrebbe risolto il problema. Infatti il tecnico ha rivisto il collegamento fatto in fase di installazione modem.
4154,6285_9_a51e9b41fca93495a362a240af540720,"La prima volta non avevano risolto il problema, ho dovuto richiamare."
4155,6285_9_a527e2e572c8a7d4ac889eb395f056a4,Perché sono rimasta soddisfatta dell'assistenza dell'operatrice telefonica e del servizio Telecom
4156,6285_9_a52b8136658880757c019cc82157f897,L'operatore è stato gentile e preparato
4157,6285_9_a52ff6556c8c22ec546455273e4abcb8,sono rimasto soddisfatto
4159,6285_9_a539bfa6abc28c063c9bb479d0fd80b7,"Perché il Sig si è rivelato cortese e preparato, al contrario di altri operatori 187"
4160,6285_9_a542f96cd0febb9d3f5cdcc491099f6e,"Perché nn mi hanno consegnato Il decoder x vederetim vision  La sorpresa è che pago il decoder senza averlo , spero Che risolviate questo problema   Grazie"
4161,6285_9_a5486f72688d3f21da4f0febf3c62cfc,Tutto come previsto
4163,6285_9_a555998089a236a1475edc94108b7737,"Estrema professionalità, correttezza e tempestività da parte degli operatori intervenuti a risolvere il problema"
4164,6285_9_a55664920d6edc76b7f7d99d6a916289,Perché hanno capito il mio problema relativo al guasto e sono stati il più possibile solleciti nel risolverlo nonché gentilissimi al telefono
4165,6285_9_a55bbc7e240cd84b8375d2f53d400759,"Semplicità di attivazione, velocita di soluzione guasto."
4166,6285_9_a55eb166db98d3d5a2e4e7100bcff562,Competenza e professionalità
4168,6285_9_a5697c881a8adf81d3b9c9086cdbd092,Molto gentili e disponibili però ho dovuto aspettare quasi un giorno senza telefono e internet
4169,6285_9_a56a3e9d07c2828afa2e7350025b28a8,Pienamente soddisfatto per operatori 187 e tecnici SIRTI. Eccellente professionalità e cortesia. Un po'deluso dalle centrali un po' vetuste che non garantiscono il 100% della linea dati.
4170,6285_9_a56d8596ad34a044e8361f20b0349711,Per il mottivo che il mio problema non e'stato risolto
4172,6285_9_a58871fa02724295bce23cb7805d2e4e,Perché mi hanno soddisfatto
4176,6285_9_a5ac47af85be5ac3d59625e1d3b93bb3,Mi è sembrato tutto molto coordinato ed efficiente
4178,6285_9_a5b0affc6b8bf28dbc326be6c7492c05,Gentilezza  nelle spiegazioni
4179,6285_9_a5cebd30359e8a4cea3dc7e364eb28d7,Operazione gestita in maniera buona
4181,6285_9_a5eb3820936f221cbbfd69b8393046de,Risoluzione tempestiva ed efficace
4182,6285_9_a5fa5c8d0359b180932dfc918ef4f014,Esito positivo ma con diverse telefonate successive.
4183,6285_9_a6039ee81d7ab045cb2f5bd169382c08,Perché il problema dei guasti con interruzione dei servizio si è già presentato più volte in passato. Infatti mi hanno consigliato di chiedere anche un rimborso.
4184,6285_9_a604f76c236e045a80f458bb644b0fec,Tempi rispettati
4185,6285_9_a6145f5f64ae1f95241d91ebd90bc165,Penso non sia stato capito il vero problema fin dall'inizio
4187,6285_9_a629eb470dec331a77e17d3f4c214ace,Sono stati molto disponibili per aiutarmi hanno spiegato come dovevo fare con un po' di difficoltà ci sono riuscita
4188,6285_9_a651cb8268e8c5df786269dc1ae1c724,"Gentilezza, CHIAREZZA, solerzia per risolvere il problema."
4189,6285_9_a655952456bc331b6288042fe67444ae,Che la fibra non funzionasse erano due mesi che segnalavo. Andava a 27 29 poi inspiegabilmente fra 3 e 7 poi solo e ripeto solo quando il problema ha riguardato tutta la zona CREDO in un pesante .....
4190,6285_9_a659236bf6e25fd5b9c80e9ab22ef75f,Disponibilità operatori e tecnico
4192,6285_9_a65d16a347f3448fb63f02839aa79c00,Massima efficenza
4194,6285_9_a691b254edb02de66a50369fac3ebab6,Tecnico gentile e preparato
4197,6285_9_a6a1b244acde2fe1feb75fdb6365e77e,Per la cortesia la disponibilità e la competenza dell'operatore
4198,6285_9_a6aab772a92f424640f99f388b59c586,"Competenza,velocità."
4200,6285_9_a6bed4d0262f417a7f6af33a82e138d0,Era un problema della linea esterna che prevedeva da 24 a 48 ore e che invece hanno risolto in circa 12 ore.
4201,6285_9_a6cb71359b3098723ed41ba15b888fc8,Perché nel complesso siete stati solleciti e disponibili.
4202,6285_9_a6d98583896038ab3e3b4e75a41a674d,Perché nel complesso l'operatore si è dimostrato molto disponibile e preparato nella risoluzione del problema esposto quindi sono molto soddisfatto dell'intervento telefonico per quanto riguarda il mi
4203,6285_9_a6ddf23b7f6612fa8593a9ef28f0f3ff,Perche per una volta e stata gentile ed e stato subito risolto
4207,6285_9_a719f488cd6c0df8a5dff8ff9943dde9,Per l'efficienza e professionalita'
4209,6285_9_a73df8324e3552d034217958e34bd9d4,"Si potrebbe fare di più.Mi avete avvisato che la risoluzione del guasto si poteva concludere entro le 48 ore,quando a volte basterebbe per voi,verificare da centrale e risolvere in 10 minuti.Grazie."
4210,6285_9_a73fcd61c1d5be16bbdcd3345ee8dc02,Perché ho risolto in tempi brevi
4214,6285_9_a766d69cf797412e2e6def01c39ba2a2,Nessun sms sul motivo del guasto di zona e non individuale
4217,6285_9_a7854d89be932d6c8482a44bda77e6c6,Persona gentilissima e competente.
4218,6285_9_a7861d06e9db486ff1b3e7993775c9d3,"Perché mi hanno seguito, ascoltato e risolto il problema in meno di un’ora."
4219,6285_9_a78ab0fa4bbefefb30392f83b6c32113,Il probkema è stato risolto velocemente
4221,6285_9_a79b52ee9d8c3b572ead5584da0ede81,Sono stati bravi ad intervenire ma devono anticipare i tempi previsti secondo me...
4222,6285_9_a79de0d34dc9d4d02676945c31ea83a5,Ho fatto più segnalazioni per risolvere il problema e non mi è stato segnalato quale è stato il motivo per il disservizio. Speriamo che il problema sia stato risolto in maniera definitiva
